time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452400000	4.78975	18.9883	4.8437	3.77445	0.459406	lidar	0.697233	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.57563	18.8382	4.93301	3.79729	0.463946	radar	1.58913	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40416	18.707	4.87879	3.81974	0.464444	lidar	1.08291	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.23346	18.5634	4.78403	3.8403	0.456378	radar	1.16135	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.11851	18.4117	4.67088	3.8806	0.477997	lidar	1.57446	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.92044	18.2396	4.89016	3.90997	0.49774	radar	7.34178	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.64878	18.0949	5.01965	3.89721	0.45345	lidar	2.74085	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49577	17.9454	4.86609	3.91526	0.440915	radar	3.49679	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25894	17.7768	4.96353	3.91603	0.415404	lidar	1.20872	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.06909	17.5935	5.07384	3.94002	0.426363	radar	2.17048	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89748	17.4748	5.00343	3.94451	0.409691	lidar	6.23757	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.74333	17.2598	5.11507	3.98707	0.443882	radar	2.73053	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.56793	17.0706	5.12299	4.00566	0.439791	lidar	0.0254253	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41143	16.9063	4.94635	4.01421	0.414445	radar	2.31398	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25088	16.7346	4.93041	4.02886	0.408222	lidar	0.517478	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07891	16.538	4.89105	4.04002	0.391409	radar	4.79853	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92136	16.3081	4.94407	4.06632	0.397562	lidar	2.21928	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77427	16.132	4.85041	4.07702	0.38251	radar	0.818172	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56688	15.9637	4.90451	4.06591	0.348414	lidar	1.78849	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.43022	15.7322	5.04189	4.1013	0.376889	radar	2.06241	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.25442	15.5114	5.10179	4.11099	0.365665	lidar	0.679595	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.09917	15.319	5.05675	4.11807	0.350302	radar	1.02023	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.881009	15.0964	5.17249	4.10894	0.318809	lidar	2.06528	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.744392	14.9181	5.02828	4.11489	0.300893	radar	2.59379	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.649459	14.7073	4.97385	4.14731	0.320897	lidar	0.519042	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.529589	14.4654	5.08725	4.17898	0.344614	radar	1.78575	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.352303	14.2401	5.15567	4.17831	0.323654	lidar	0.724094	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.213782	13.9859	5.33404	4.20413	0.343557	radar	2.36673	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.212731	13.7399	5.20012	4.2725	0.402588	lidar	4.24885	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.100416	13.4962	5.27567	4.2949	0.408667	radar	0.647602	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0671766	13.2598	5.33577	4.2895	0.378595	lidar	1.05505	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.182887	13.0441	5.20381	4.29588	0.35813	radar	1.40904	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.174103	12.8252	5.06207	4.35553	0.407903	lidar	3.83441	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.285424	12.6009	4.96108	4.36019	0.384208	radar	3.06731	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.404479	12.3667	4.99499	4.36486	0.367075	lidar	0.345169	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.519059	12.1591	4.93152	4.36428	0.342883	radar	3.5272	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.594626	11.9446	4.8997	4.38184	0.344015	lidar	0.475978	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.714076	11.7154	4.90629	4.37986	0.320141	radar	2.76768	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.915443	11.4672	5.03195	4.34506	0.260086	lidar	4.58906	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.00588	11.245	4.90501	4.35014	0.243502	radar	2.44391	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.18742	11.0163	4.98725	4.32089	0.195432	lidar	2.78377	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.27161	10.7691	5.09886	4.34265	0.216332	radar	1.34252	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.40697	10.5114	5.17044	4.33674	0.196466	lidar	0.990612	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.50295	10.2464	5.26948	4.3521	0.206926	radar	1.16004	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59725	10.0373	5.21395	4.35715	0.201923	lidar	2.13571	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.6822	9.81026	5.14018	4.36467	0.196058	radar	0.609594	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.75402	9.59288	5.08823	4.37807	0.200906	lidar	0.807833	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.87248	9.33691	5.20418	4.37778	0.193009	radar	2.51648	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.96056	9.03937	5.28889	4.39114	0.195789	lidar	3.85497	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.04024	8.82096	5.16152	4.39407	0.18242	radar	2.00997	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13836	8.56822	5.19103	4.39622	0.174167	lidar	0.138905	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.27142	8.31053	5.24959	4.38281	0.147337	radar	2.78945	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31177	8.08245	5.1751	4.40664	0.166915	lidar	0.853102	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.36529	7.87584	5.06578	4.41972	0.171558	radar	5.45071	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48427	7.62176	5.12973	4.40972	0.149795	lidar	0.821758	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64206	7.38713	5.08437	4.37354	0.088365	radar	5.66014	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.74982	7.13003	5.13668	4.36954	0.0781572	lidar	0.402388	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.80912	6.8982	5.13704	4.3881	0.101083	radar	1.63049	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.8425	6.69921	5.01116	4.40922	0.12061	lidar	2.22462	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.89157	6.48733	4.85054	4.41551	0.111053	radar	3.39265	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.94805	6.25376	4.8387	4.42696	0.117697	lidar	0.149264	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.07206	6.00137	4.95313	4.41264	0.0963873	radar	4.03569	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16428	5.72019	5.05219	4.41263	0.0894923	lidar	1.98611	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.27302	5.4734	5.02236	4.39382	0.0504428	radar	2.41313	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.37621	5.20674	5.10105	4.38829	0.0405603	lidar	0.777014	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.44505	4.96123	5.11875	4.39927	0.0554002	radar	0.178365	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57038	4.67176	5.26018	4.38693	0.0376711	lidar	2.2447	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.68168	4.4169	5.24484	4.36767	-0.000592548	radar	2.26761	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.82353	4.13535	5.37891	4.35026	-0.0197709	lidar	2.32967	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.90102	3.89726	5.3553	4.36154	0.00301161	radar	1.2681	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96762	3.67212	5.26915	4.36837	0.00990441	lidar	0.810125	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.0619	3.47601	5.14061	4.35383	-0.0179106	radar	4.22432	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15259	3.23223	5.14807	4.35314	-0.017681	lidar	0.00890553	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27221	2.9719	5.21177	4.33742	-0.0433196	radar	0.852155	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36555	2.69238	5.29006	4.34023	-0.0377035	lidar	1.21139	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45141	2.4442	5.2838	4.34514	-0.026036	radar	0.166771	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.5592	2.17354	5.35466	4.34301	-0.0258176	lidar	0.539349	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66781	1.94285	5.3295	4.32032	-0.0717991	radar	4.18856	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.7874	1.66025	5.43485	4.31704	-0.0691316	lidar	1.26202	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91162	1.40674	5.47495	4.30187	-0.0906704	radar	0.457379	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96586	1.18582	5.34218	4.30794	-0.0838965	lidar	5.2664	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05777	0.980041	5.22844	4.30324	-0.0834506	radar	1.18729	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11485	0.758239	5.13649	4.30873	-0.0767784	lidar	3.80295	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21395	0.448263	5.32293	4.3155	-0.0670559	radar	5.31008	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28727	0.213363	5.26947	4.31828	-0.0625627	lidar	1.52144	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39649	-0.0148626	5.20374	4.31792	-0.0481882	radar	5.83477	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46616	-0.247321	5.15931	4.32238	-0.0425286	lidar	1.52	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58462	-0.419019	5.05551	4.2956	-0.0802182	radar	3.5655	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.71814	-0.596243	4.9684	4.27022	-0.107404	lidar	2.36592	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83368	-0.83524	5.10639	4.25295	-0.137655	radar	5.70664	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93128	-1.11404	5.19611	4.26334	-0.114394	lidar	1.57136	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02095	-1.38978	5.26505	4.27504	-0.0921791	radar	2.76903	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.15957	-1.59578	5.22174	4.25411	-0.11271	lidar	1.15795	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30162	-1.84747	5.40763	4.23236	-0.147001	radar	3.58773	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41044	-2.10171	5.42419	4.23408	-0.135778	lidar	0.350513	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.55974	-2.30177	5.33321	4.21182	-0.152532	radar	3.44024	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71036	-2.50922	5.30084	4.19037	-0.170026	lidar	0.635147	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86493	-2.72394	5.30334	4.17031	-0.185335	radar	1.19579	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.95931	-2.99651	5.35369	4.1873	-0.152361	lidar	2.12722	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.08745	-3.2178	5.28313	4.18212	-0.145945	radar	0.351536	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21225	-3.40519	5.20689	4.16634	-0.158701	lidar	1.53775	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.3585	-3.65789	5.26275	4.16429	-0.149274	radar	4.34679	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.51637	-3.78414	5.11431	4.12236	-0.195135	lidar	5.10462	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66091	-3.99468	5.14933	4.11014	-0.200405	radar	0.510528	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81618	-4.22495	5.1868	4.10298	-0.195869	lidar	0.50599	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.96725	-4.4442	5.19149	4.0952	-0.192566	radar	0.38276	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.1302	-4.6849	5.24793	4.09071	-0.18486	lidar	1.16948	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27034	-4.88014	5.08369	4.08559	-0.173957	radar	2.22551	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40196	-5.09597	5.08447	4.08589	-0.163151	lidar	0.258662	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54981	-5.25316	4.93533	4.06646	-0.17468	radar	3.27375	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73757	-5.45256	4.97401	4.04633	-0.187424	lidar	1.89673	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89859	-5.64744	4.9776	4.03494	-0.189585	radar	0.257681	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05349	-5.83216	4.96417	4.02343	-0.19229	lidar	0.0680664	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19362	-5.97949	4.82155	4.00776	-0.198683	radar	5.28715	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.36553	-6.07755	4.71856	3.96598	-0.23845	lidar	3.92762	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54361	-6.26094	4.78434	3.95158	-0.241724	radar	1.20005	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68317	-6.47168	4.80907	3.96058	-0.216345	lidar	0.709262	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.90659	-6.63719	4.95637	3.92602	-0.246425	radar	7.27935	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1105	-6.80662	4.97977	3.90341	-0.258156	lidar	0.747443	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2963	-6.96898	5.014	3.88571	-0.264729	radar	0.865424	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5286	-7.15678	5.08931	3.86446	-0.27293	lidar	3.8251	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7339	-7.29876	5.08583	3.83781	-0.288693	radar	1.78332	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9832	-7.46642	5.15433	3.80938	-0.304058	lidar	3.6016	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1699	-7.60409	5.05223	3.79199	-0.306673	radar	1.38025	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3186	-7.75697	4.98968	3.7928	-0.288687	lidar	3.05926	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5126	-7.88289	4.93825	3.77131	-0.297232	radar	1.72561	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.69	-7.98582	4.8674	3.74813	-0.307885	lidar	2.84624	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8793	-8.09814	4.73187	3.72636	-0.315519	radar	1.2588	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0913	-8.18811	4.71223	3.69227	-0.337014	lidar	0.614672	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3227	-8.31936	4.9161	3.67264	-0.339215	radar	2.96026	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5263	-8.40114	4.86733	3.64256	-0.35498	lidar	1.65741	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.727	-8.48861	4.73036	3.61624	-0.366195	radar	1.51983	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0084	-8.58014	4.81771	3.57443	-0.392433	lidar	4.58688	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2611	-8.68201	4.93762	3.54939	-0.397125	radar	2.81061	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4829	-8.7298	4.89539	3.51169	-0.418187	lidar	1.83831	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6902	-8.7752	4.71444	3.47556	-0.43911	radar	3.54149	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.919	-8.88322	4.74333	3.46612	-0.4244	lidar	0.976403	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.179	-8.97217	4.94857	3.44874	-0.415893	radar	2.85635	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4061	-9.08404	4.95466	3.44649	-0.394511	lidar	0.669776	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6334	-9.15531	4.89301	3.42684	-0.395789	radar	0.363168	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9233	-9.15437	4.95092	3.36818	-0.440033	lidar	2.06578	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1849	-9.22586	4.99133	3.35056	-0.434757	radar	4.47529	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4543	-9.34072	5.05521	3.35274	-0.407036	lidar	5.22315	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6913	-9.3738	4.91432	3.32178	-0.423897	radar	2.06258	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9493	-9.45669	4.9525	3.31595	-0.406213	lidar	2.08367	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1969	-9.47048	4.89678	3.28123	-0.425069	radar	2.14306	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4467	-9.46382	4.90187	3.24257	-0.444869	lidar	0.563963	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6569	-9.47114	4.80393	3.21639	-0.451484	radar	4.93549	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9443	-9.45209	4.883	3.17319	-0.474727	lidar	1.68197	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1996	-9.50871	4.96914	3.17481	-0.441894	radar	7.88094	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4622	-9.52469	4.99441	3.15588	-0.438297	lidar	0.492229	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.718	-9.51684	4.95601	3.12661	-0.449817	radar	1.66843	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9736	-9.48296	4.97296	3.09159	-0.463977	lidar	0.231937	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2131	-9.45139	4.90699	3.05831	-0.47929	radar	0.616889	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4078	-9.49778	4.80644	3.06796	-0.441355	lidar	1.96475	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6445	-9.48598	4.86228	3.05392	-0.427871	radar	1.77938	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8952	-9.4733	4.87556	3.03704	-0.422827	lidar	0.280563	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1252	-9.43595	4.89703	3.01512	-0.420586	radar	3.9038	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3765	-9.31286	4.94264	2.95476	-0.464865	lidar	3.13099	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6065	-9.24208	4.86986	2.91717	-0.486607	radar	1.15673	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8644	-9.11349	4.9397	2.86163	-0.521683	lidar	1.47622	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1035	-9.01087	4.96552	2.82241	-0.535985	radar	4.98893	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2589	-9.15265	4.69437	2.88989	-0.430731	lidar	13.9331	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4983	-9.11206	4.74341	2.8805	-0.413764	radar	1.63858	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7231	-9.01073	4.76102	2.84367	-0.431745	lidar	0.753093	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9661	-8.93105	4.77936	2.81811	-0.437991	radar	2.55423	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1601	-8.86325	4.71749	2.79956	-0.433916	lidar	1.07499	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3929	-8.77906	4.71549	2.775	-0.43997	radar	1.9774	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5805	-8.75639	4.61266	2.77855	-0.411136	lidar	1.29927	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7649	-8.63168	4.47896	2.72811	-0.456572	radar	6.10123	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9685	-8.54866	4.47114	2.70927	-0.452137	lidar	0.0364682	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1788	-8.44406	4.54743	2.68946	-0.442535	radar	2.18637	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4171	-8.33366	4.61448	2.66678	-0.443649	lidar	1.50514	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6047	-8.22663	4.55866	2.64007	-0.452209	radar	0.780106	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8608	-7.96191	4.80551	2.56005	-0.516325	lidar	6.71074	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0486	-7.81894	4.71188	2.51676	-0.550278	radar	3.63382	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2853	-7.62878	4.84523	2.47563	-0.56559	lidar	2.37042	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4874	-7.48256	4.91793	2.46165	-0.538473	radar	1.59796	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.651	-7.34392	4.8552	2.4379	-0.53489	lidar	0.689829	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8442	-7.17828	4.89761	2.41367	-0.528549	radar	0.863028	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
